videotime,mode,size,color,unixtime,pool,UID,rowID,content
654.034,1,25,16777215,1589978867,0,fc2a2616,32944524109545479,杜鲁门是那个时代被低估最严重的人之一
469.731,1,25,16777215,1589978180,0,a9081cc4,32944163435577351,大萧条饿死了700万人你还说家家有肉吃？
605.279,1,25,16777215,1589976902,0,bd1d3f30,32943493874188295,其实苏联红军打败德军（在斯大林格勒保卫战），那些新兵都是强迫上战场的，。见使命召唤2：决战时刻的苏联战役
730.467,1,25,16777215,1589975730,0,5d8cb7fb,32942879028543493,精彩！
575.642,1,25,16777215,1589973201,0,2bdd0e6b,32941553216913413,同志们好
668.406,5,25,16777215,1589972101,0,de9292bd,32940976435101699,世界差点变色
478.465,5,25,16777215,1589971896,0,de9292bd,32940869074026499,米 国 大 皇 帝
433.313,5,25,16777215,1589971823,0,de9292bd,32940830679891973,好时代，来临了！
569.686,5,25,15138834,1589971721,0,341ee1fe,32940777225584647,斯大林
489.019,1,25,15138834,1589971634,0,341ee1fe,32940731637694469,美国张居正
239.91,1,25,16777215,1589971612,0,de9292bd,32940720400629767,杜鲁门：老铁们我这样做对吗
206.847,1,25,16777215,1589971568,0,de9292bd,32940697065619461,直接变色
133.306,1,25,16777215,1589970273,0,d985c110,32940018297733125,不错
119.564,1,25,16777215,1589970260,0,d985c110,32940011104501767,fehf
621.133,1,25,16777215,1589967856,0,8a712fa7,32938751107792903,罗斯福和斯大林在会议对线了多次
223.149,5,25,15138834,1589967840,0,12f4a550,32938742367911939,红色主义
477.949,1,25,16777215,1589967080,0,69f11281,32938343959887877,我是中国人
593.89,1,25,15138834,1589959327,0,474cac91,32934279454392323,ahhhhh
167.927,1,25,16777215,1589959181,0,fa0bfcf3,32934202752106501,纸牌屋
436.138,1,25,16777215,1589959169,0,474cac91,32934196639432707,文科生的我看懂了
32.739,1,25,15138834,1589958200,0,5fa5a171,32933688214290435,未曾设想的道路
162.138,1,25,16777215,1589953864,0,76590dde,32931415208755203,皇上，美贵妃驾崩了
406.759,1,25,16777215,1589953140,0,e9ee5319,32931035583348739,哌拉西林
58.527,1,25,16777215,1589948538,0,360a8396,32928622608121861,鲁迅说什么都是我说
330.551,1,25,16777215,1589948214,0,35501e23,32928452903436291,这期建议配合官网最新一期漂亮国权力解读食用
596.661,1,25,16777215,1589945196,0,de868426,32926870612738053,天下何人不通共
667.445,1,25,16777215,1589938652,0,b63e970,32923439793176583,死的好啊
728.899,1,25,16777215,1589937937,0,9f2eba80,32923064513069063,我天，莫名跪下
514.021,5,25,16707842,1589934553,0,480866fe,32921290527473669,得得得，大学士们又开始探讨历史了
361.077,1,25,16777215,1589912714,0,428b747,32909840481255427,进度条不简单
11.497,1,25,16777215,1589904625,0,9823d412,32905599885246471,“战士死了的时候，苍蝇所首先发见的是他的缺点和伤痕，嘬着，营营地叫，以为得意，以为比死了的战士更英雄。但是战士已经死了，不再来挥去它们。于是乎苍蝇们即更其营营地叫，自以为倒是不朽的声音，因为它们的完全
10.526,1,25,16777215,1589900982,0,4d9e97cb,32903689510322183,罗斯福1933年上任演说
464.318,1,25,16777215,1589900158,0,19c933d0,32903257533186051,bgm：unicorn
511.939,1,25,16777215,1589898028,0,4ced9e47,32902140763045895,轮椅上的骑士
564.219,1,25,16777215,1589897043,0,482a3793,32901624435834883,马 克 思
217.959,1,25,16777215,1589896682,0,482a3793,32901435073495047,以工代赈有问题吗？？
125.399,1,25,16777215,1589896563,0,482a3793,32901372850995205,刷罗斯福的也就这点水平了，1946都过了十多年了好吗
687.699,1,25,16777215,1589894892,0,ed1c6e78,32900496677666823,伟大的领导者
549.19,1,25,16777215,1589888418,0,fe40a4ef,32897102767456259,不好意思 我叫罗凯
595.993,1,25,16777215,1589886563,0,285bd346,32896130213216261,乌拉
18.314,1,25,16777215,1589882553,0,d3fcac86,32894027647942663,天下何人不通共
324.839,1,25,16777215,1589875519,0,470e1400,32890339470606343,权利过于集中了
730.937,1,25,16777215,1589872669,0,ff8ed870,32888845587447813,优秀
732.217,1,25,16777215,1589869802,0,5a29fc33,32887342560706563,牛逼
575.199,1,25,16777215,1589869442,0,4a9a0323,32887153368760325,气突苏
456.839,1,25,16777215,1589869311,0,4a9a0323,32887084842745861,快了
409.199,1,25,16777215,1589869257,0,4a9a0323,32887056549543939,通共石锤？
665.701,1,25,16777215,1589867356,0,a63da881,32886059912134659,创业未半而中道崩殂，这句话在合适不过了
633.245,1,25,16777215,1589863541,0,5e46fb3c,32884059629158405,全体起立！
670.205,1,25,16646914,1589863166,0,49dc0e68,32883863041081349,罗斯福同志
589.031,1,25,16646914,1589863085,0,49dc0e68,32883820511363079,乌拉
574.947,1,25,16646914,1589863070,0,49dc0e68,32883813126766599,ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
421.135,1,25,16646914,1589862917,0,49dc0e68,32883732462436357,罗斯福
224.237,1,25,16646914,1589862720,0,49dc0e68,32883629304053767,自动变色
25.75,1,25,16646914,1589862521,0,49dc0e68,32883525175214083,未曾设想的道路
622.618,1,25,16777215,1589859094,0,93712cd6,32881728257261575,成也计划，败也计划
368.618,1,25,16777215,1589858840,0,93712cd6,32881595005272067,幸亏没通过
728.137,1,25,16777215,1589858272,0,b08dd17f,32881297518493701,牛逼
680.97,1,25,16777215,1589856584,0,f5a13055,32880412129755143,瑞思拜
596.502,4,25,15138834,1589854786,0,827daf35,32879469838991363,乌拉！
458.242,1,25,16777215,1589837292,0,5b8b18e2,32870297607602181,见证奇迹的时刻
457.602,1,25,16777215,1589837272,0,5b8b18e2,32870287214116869,马上的事
328.94,1,25,16777215,1589825569,0,36fee10,32864151369416707,没什么不对的，做得没毛病
678.102,1,25,15138834,1589820589,0,886bdb22,32861540390535171,国士无双
675.315,1,25,15138834,1589820580,0,886bdb22,32861535599067141,国士无双
674.038,1,25,16777215,1589820573,0,886bdb22,32861532187000835,国士无双
672.761,1,25,16777215,1589820569,0,886bdb22,32861530137559047,国士无双
573.33,1,25,16777215,1589816852,0,19ab0eff,32859581364305925,精苏狂喜
568.543,1,25,16777215,1589816841,0,19ab0eff,32859575309303811,要来了（狂喜）
726.639,1,25,16777215,1589816381,0,48675c23,32859334343917575,消除恐惧得唯一办法 就是面对恐惧
441.499,1,25,16777215,1589816051,0,48675c23,32859161495601157,@川建国，没有人比我更懂新冠
716.14,1,25,16777215,1589815616,0,ec90c289,32858933232664579,中国走过，但走时的国情却也大相径庭
36.9,1,25,16777215,1589815526,0,48675c23,32858886291062791,川建国:下一步让镁國解体，祖国再给我三年时间
364.289,1,25,16777215,1589811684,0,970e7e8d,32856871590166597,碟中碟中谍
48.779,1,25,16777215,1589808122,0,7b9af53b,32855004269248519,中国都快变色了，还说过去
0.439,1,25,16777215,1589807208,0,39195be4,32854524909060101,罗斯福新政么
121.647,1,25,16777215,1589806897,0,42a14c30,32854362051575815,罗斯福新政是经济大危机ok？
727.71,1,25,16777215,1589806817,0,614e2103,32854320027271175,精彩
580.856,1,25,16646914,1589806538,0,a9cfc8e,32854173711597575,ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
339.974,1,25,16777215,1589806297,0,a9cfc8e,32854047378112517,ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
732.217,1,25,16777215,1589804847,0,f093b687,32853287065616391,精彩
577.774,1,25,16777215,1589802624,0,5271fd2,32852121533546501,当时好多国家都用五年计划这个方法发展经济
334.291,1,25,16777215,1589801048,0,ac91f5d7,32851295330107395,权力的斗争
494.461,1,25,16777215,1589796919,0,a9450431,32849130866343939,罗     斯     大     福
257.178,1,25,16777215,1589796650,0,a9450431,32848989898407939,杜     富     国
604.117,1,25,16777215,1589796542,0,aef75d2d,32848933264293891,我也是第一次做人，下辈子我打算投胎到富贵人家－－－鲁迅
33.865,1,25,16777215,1589795932,0,aef75d2d,32848613468012551,我没有说过－－－鲁迅
615.551,1,25,16777215,1589793444,0,ee5d9333,32847308575997959,乌拉
723.421,1,25,16777215,1589793132,0,77d00881,32847144995520519,厉害
607.392,1,25,16777215,1589793016,0,77d00881,32847084147179527,乌拉
607.499,5,25,16777215,1589792095,0,91570dcd,32846601686351879,沙俄欧洲压路机的名号在二战前就响彻欧洲，只是后面没落了而已
221.899,1,25,16777215,1589791536,0,91570dcd,32846308546969603,中需要精吗？咱们不是实中吗？
89.918,1,25,16777215,1589787940,0,a88dbac9,32844423022772227,美利坚工兵苏维埃
587.197,4,25,15138834,1589783407,0,678e455a,32842046285283333,乌拉
49.783,1,25,16777215,1589783003,0,bd36ceb2,32841834792747015,使命召唤的BGM ?
477.155,1,25,16777215,1589782721,0,e96e0d0d,32841686621618183,先皇遗诏
16.547,4,18,16707842,1589780018,0,ddf8ac24,32840269618479109,老八
10.835,4,18,6830715,1589779999,0,ddf8ac24,32840259877208071,列宁
182.189,5,25,38979,1589779558,0,79029090,32840028536176647,植物大战僵尸bgm
235.308,1,25,16777215,1589777747,0,7cd6ea45,32839079146553351,天下何人不通共
568.401,1,25,16777215,1589776933,0,ed2a26e7,32838652426977287,马克思
337.619,1,25,16777215,1589775159,0,9a71fcf4,32837722054852611,全 员 赤 化
83.984,1,25,16777215,1589769304,0,1b9a48ff,32834652343894021,史泰龙是退役美军，没说是二战还是越战，这理解力…喜羊羊与灰太狼适合你
404.482,1,25,16740868,1589768739,0,15120121,32834356291567619,富兰克林·德拉诺·罗斯福！
710.963,1,25,16777215,1589766234,0,43086a6b,32833042755616771,不能这么煽情
507.33,1,25,16777215,1589763461,0,bddaee6e,32831588953227271,二战里面苏联的功劳更大
172.559,1,25,16777215,1589756573,0,2b49bb1d,32827977983590407,英3看方尖塔的BGM
195.508,1,25,16777215,1589753579,0,f57802c6,32826408121139207,为什么不开暖气？
629.108,1,25,16777215,1589741465,0,7c62f1c0,32820056973901829,666乌拉
609.489,1,25,16777215,1589741445,0,7c62f1c0,32820046492336135,气突苏
602.328,1,25,16777215,1589741438,0,7c62f1c0,32820042798202885,乌拉
510.43,1,25,16777215,1589734565,0,ce643a13,32816439503093767,柴荣
564.987,5,25,16707842,1589733861,0,f992c8d3,32816070062505989,求这段苏联素材出自哪
219.056,1,25,16777215,1589732993,0,970e568,32815614959550469,天下何人不通共
399.547,1,25,16777215,1589729530,0,3c215d11,32813799601864709,ん？
720.338,1,25,16777215,1589728849,0,63f7b4ca,32813442190016517,泪目
379.399,1,25,16777215,1589728002,0,69d6059,32812998220840967,害怕
59.899,1,25,16777215,1589726951,0,40c799fe,32812447522881539,铲车人，，出击！
391.846,1,25,16777215,1589721722,0,ddbf3196,32809705565323267,害怕
617.444,1,25,38979,1589720407,0,fe3659eb,32809016583782407,去西伯利亚挖土豆的工作
450.706,1,25,15138834,1589720215,0,fe3659eb,32808915520978951,美国要是走了法西斯全世界就完了
729.179,1,25,16777215,1589720126,0,e906c968,32808868972068871,满分作文
6.288,5,25,15138834,1589719053,0,fe3659eb,32808306374868999,全世界的红宝书吗
575.545,1,25,15138834,1589718965,0,2e222481,32808260425744387,精苏狂喜
228.328,1,25,16777215,1589716319,0,a3918557,32806873337430023,BGM犯规
730.778,1,25,16777215,1589715712,0,d9a2137a,32806555006533639,白嫖失败
722.375,5,25,16646914,1589715526,0,7d0e18bf,32806457100468229,Megalo Box！
679.837,5,25,16646914,1589715458,0,7d0e18bf,32806421720465415,bgm Megalo Box！
335.908,1,25,16777215,1589714984,0,4f330bbc,32806173353705477,美利坚人民共和国
576.459,1,25,16777215,1589714949,0,26829724,32806154656022531,气氛突然变得钢丝了起来
672.922,1,25,16777215,1589714802,0,2f6c43c4,32806077643358215,罗斯福同志！
659.982,1,25,16777215,1589714778,0,2f6c43c4,32806064924131331,rip 苏维埃美利坚
0.0,5,25,15138834,1589714285,0,304a60d0,32805806452768771,本视频核能 三连反转 泪目二刷
6.358,1,25,13369971,1589713936,0,bcc19ae8,32805623916134407,富兰克林·罗斯福的就职演讲
667.105,1,25,16777215,1589713685,0,cbd1ece8,32805492134772739,好活儿，哈哈哈，这作文绝对高分
663.505,1,25,16777215,1589713651,0,6f350fd6,32805474396012549,罗斯福同志
58.939,1,25,16777215,1589713546,0,be4e1224,32805419454300167,能不能德智体发育完全再来发视频，这样显得很弱智
216.26,1,25,16777215,1589713446,0,59409e15,32805367049617415,有内味
449.283,1,25,16777215,1589713374,0,cbd1ece8,32805328922869763,向美国索赔呀
657.981,1,25,16777215,1589713370,0,2608ad73,32805326758084613,我真以为是赵本山
447.199,1,25,16777215,1589713361,0,14cd1399,32805322047881223,问题是所谓的低谷客观来看并不算惨痛
431.783,1,25,16777215,1589713336,0,cbd1ece8,32805308888252423,他们的地狱待遇还不错呢
613.774,1,25,16777215,1589713325,0,2608ad73,32805303561486339,乌拉
29.937,1,25,16777215,1589713319,0,86398a5e,32805300479197189,卖军火
1.064,4,18,15138834,1589713302,0,7c642756,32805291170463747,列宁啊 老铁们
12.855,1,25,16777215,1589713230,0,82381b6d,32805253376114695,牛逼
94.811,1,25,16777215,1589713211,0,a92a11bc,32805243394719749,三
10.948,1,25,16777215,1589713055,0,33b952aa,32805161870557189,进我首页三次
357.57,1,25,9599289,1589712994,0,cc20d52f,32805129917825027,如果通过了，那苏联就是第一个登上月球的国家，那苏联就不会解体，那苏联就是现在的最强大国
711.65,1,25,16777215,1589712923,0,72a0ac8a,32805092437524487,罗斯福壮志未酬
636.426,1,25,16777215,1589712847,0,72a0ac8a,32805052958638085,我们来过
646.052,1,25,16777215,1589712741,0,a741c9a7,32804996920115205,国家都是从历史的经验和教训累积的沉淀
397.339,1,25,16777215,1589712286,0,4fe67b59,32804758583508997,ん？
461.718,1,25,16777215,1589712273,0,6d598e08,32804751861088261,那这次怕不是，要刚了？
403.494,1,25,16777215,1589711990,0,9c06052e,32804603623899143,ん？
359.387,4,25,15138834,1589711979,0,64c9e728,32804597487108099,进度条警告
363.725,1,25,16777215,1589711951,0,64c9e728,32804582962757635,进度条警告
98.856,1,25,16777215,1589711837,0,9679d159,32804523015667783,美利坚人民共和国
232.162,1,25,16777215,1589711733,0,ed0f5944,32804468715159557,南翔表示不服
162.317,1,25,16777215,1589711675,0,6f3a3100,32804438137110531,辩护人。
722.068,1,25,16777215,1589711562,0,8e5467ab,32804379288403971,牛
116.319,1,25,16777215,1589711552,0,648c8161,32804373805924359,罗斯福新政早10多年呢
228.045,1,25,16777215,1589711541,0,72634d82,32804368057630723,保护
25.087,1,25,16777215,1589711346,0,3cf7d6e2,32804265545695237,哦哦哦我想到了罗斯福新政，国家对市场进行调控，初三要学的
544.03,1,25,16777215,1589711276,0,8e5467ab,32804229343084547,罗斯福斯基
413.161,1,25,16777215,1589711238,0,9fd966ab,32804209033216007,哈？
122.981,1,25,16777215,1589710996,0,6ed85d0a,32804082080546819,失业就搞基建
421.161,1,25,16777215,1589710789,0,fb449421,32803973823987719,川普应该会是第二个了
7.919,1,25,16777215,1589710732,0,cc3d2567,32803943858307075,鲁迅说的。
712.442,1,25,16777215,1589710584,0,3b06fd0b,32803866489651205,网课经济学家：“中国没有失业”
693.027,1,25,16777215,1589710433,0,3b06fd0b,32803787037474823,中国没有失业，只有自由就业
445.198,1,25,16777215,1589710372,0,76121563,32803755222106183,熔断再急
363.138,1,25,16777215,1589710284,0,76121563,32803708948971523,行动上它真的那么做了
412.528,1,25,16777215,1589710224,0,1735b48c,32803677288792067,诸葛福石锤
713.978,1,25,16777215,1589710217,0,3d960b4d,32803674044497925,让FDR被去世，你真敢想。
429.35,5,25,16765698,1589710176,0,9c6378e1,32803652319051779,完全胜利
471.247,1,25,16777215,1589710170,0,e1c43569,32803649386184709,真香
213.538,1,25,16777215,1589710125,0,76121563,32803625625452551,包教包会包分配
140.004,1,25,16777215,1589710040,0,76121563,32803580967649287,胡佛大坝
301.084,1,25,16777215,1589709985,0,ed3318fc,32803552369836035,驴象之争
119.861,5,25,16646914,1589709751,0,b9d40ae4,32803429286936583,二战结束罗斯福已经去世了
24.203,1,25,16777215,1589709712,0,3b06fd0b,32803409317330947,都不知中国多少工厂倒了失业
414.179,1,25,16777215,1589709653,0,b86ef0e8,32803377936596999,江西频道少年的阴影
591.031,5,25,16646914,1589709396,0,3a1b92dd,32803243566301187,乌拉！！
75.998,1,25,16777215,1589709392,0,bcc75526,32803241148809223,近200年 我们对世界发展贡献基本是0
732.217,1,25,16777215,1589709372,0,d3ada47,32803230636310535,满分
575.165,1,25,16777215,1589709026,0,f8d2af41,32803049667297283,乌拉
21.735,5,18,15772458,1589708938,0,9e442493,32803003063336965,神奇女侠bgm好评
31.438,1,25,16777215,1589708713,0,4a13db3d,32802885362778115,罗斯福新政，政府干预经济
685.278,1,25,16777215,1589708709,0,b83e9e24,32802883051716615,姓罗的都好牛逼啊！等等……我也姓罗来着，莫非……
202.596,1,25,15138834,1589708576,0,1a884aa6,32802813467164677,钢铁洪流。！
61.708,1,25,16777215,1589707936,0,583c6fd8,32802477739343877,战争红利没看到？
563.547,1,25,16777215,1589707673,0,523dcef6,32802339979526147,？
124.819,1,25,16777215,1589707585,0,c9dbe06d,32802294018867205,以工代赈？
357.115,5,25,16707842,1589707567,0,6298e47f,32802284241420291,对于国家来说，百姓只是一个利用的劳动力
400.86,1,25,16777215,1589707489,0,90d14d6b,32802243522592771,ん？
94.418,1,25,16777215,1589707484,0,1aa863f6,32802241188462595,不存在的，华盛顿时间再来一次就好了
25.348,1,25,16777215,1589707456,0,1d8e67e7,32802226345345031,罗斯福新政
8.204,5,25,16646914,1589707409,0,53454986,32802201698566149,未曾设想的道路
8.204,1,25,16646914,1589707381,0,53454986,32802187096621063,未曾设想的道路
475.419,1,25,16777215,1589707353,0,3ee963b3,32802172288630791,拉选票推行政策的手段
17.034,5,25,16646914,1589707264,0,8777ad0a,32802125598687235,未曾设想的道路
411.01,1,25,16777215,1589707212,0,6c7e1c4d,32802098188910597,富兰克林·英特纳耐尔·罗斯福
367.463,1,25,16777215,1589707194,0,ada67952,32802089083076613,giao。。。
625.757,1,25,16646914,1589706892,0,77e1ca6c,32801930575609861,红色的
22.059,1,25,16777215,1589706829,0,116a486f,32801897772482565,美国还差一点法西斯呢'
212.2,1,25,16777215,1589706804,0,3f198bb0,32801884326068231,哈哈哈(●°u°●)​ 」(⊙ꇴ⊙)
664.921,1,25,16777215,1589706775,0,c32a1f69,32801869194592263,可惜可惜了
383.739,1,25,16777215,1589706734,0,d69eff2,32801847761698823,害怕
567.813,1,25,16777215,1589706644,0,c32a1f69,32801800370257925,气突苏
10.378,1,25,16777215,1589706466,0,260dab53,32801707387256837,罗斯福
441.189,1,25,16777215,1589706429,0,c32a1f69,32801687739039749,罗斯福遗诏
611.922,1,25,16646914,1589706419,0,acfe5a11,32801682777178117,ypa！
488.509,1,25,16777215,1589706418,0,b237a567,32801682101895173,厉害。。。。
597.586,1,25,16646914,1589706405,0,acfe5a11,32801675250499591,精苏狂喜
324.049,1,25,16777215,1589706250,0,c32a1f69,32801593876807687,东林党祸乱朝纲
503.346,5,25,15138834,1589706180,0,b1cde0b2,32801557161443333,莫名想到唐玄宗
241.129,1,25,16777215,1589706136,0,c32a1f69,32801534364876805,老美差点变红啊
24.899,1,25,16777215,1589705849,0,c32a1f69,32801383962378245,川建国新政
673.104,1,25,16777215,1589705817,0,799c320d,32801367241261059,可惜可惜……
35.867,1,25,16777215,1589705524,0,495db440,32801213479124995,哇哦
256.278,1,25,16646914,1589705516,0,15ae3d8d,32801209198837765,新     东     方
595.899,1,25,16777215,1589705510,0,c14d949c,32801205833957381,乌拉
158.37,1,25,16777215,1589705389,0,bb4144b6,32801142691332103,甄嬛传乱入……
9.18,1,25,16777215,1589705259,0,d5beee08,32801074504531975,卢平？？？？？？？？？？？？？？？？？？
228.286,5,25,16646914,1589705250,0,3a1b92dd,32801069628129285,感觉你在搞红色
186.119,1,25,16777215,1589705110,0,d306fb72,32800996549722117,和我们国家风力发电和火力发电一样，要么新能源，要么大批失业
245.336,1,25,16777215,1589705101,0,6ac34f44,32800991609880583,中国08年砸钱基建创造岗位，现在还有人骂
657.996,1,25,16777215,1589705012,0,daa4cd23,32800944755310597,天下何人不通共
7.398,5,25,16646914,1589705006,0,3a1b92dd,32800941745897477,罗斯福？？
35.273,1,25,16777215,1589704978,0,d306fb72,32800927029133319,老特多可爱呀
21.893,1,25,16777215,1589704964,0,d306fb72,32800920007344131,可爱的老特
73.23,1,25,16777215,1589704889,0,bcbec084,32800880567255045,牛批
432.513,1,25,16777215,1589704643,0,26bd8aee,32800751230648325,ん?
52.629,1,25,16777215,1589704586,0,52b96faa,32800721476780035,未曾敢想的道路
501.113,1,25,16777215,1589704468,0,45a9bb26,32800659495976967,君王死社稷?
578.689,5,25,16646914,1589704390,0,f23f5e73,32800618837442565,尤里·阿列克谢耶维奇·加加林同志！
709.874,1,25,16777215,1589704194,0,a5952188,32800516112646151,赞美罗斯福
108.914,1,18,16777215,1589703999,0,2ac287d7,32800413683548165,.
616.908,1,25,16777215,1589703799,0,4d33d189,32800309095956487,乌拉
404.471,1,25,16777215,1589703721,0,dbb60060,32800268170559495,ん？
724.212,1,25,16777215,1589703679,0,f194355b,32800246175629317,牛逼
305.238,1,25,16777215,1589703618,0,8bfcdf79,32800214076096519,驴象 就是美队与钢铁侠
712.476,1,25,16777215,1589703181,0,e48ae265,32799985222811651,前面的，中国总人口本来就多的吓人，失业的比其他国家多一点就吓到你了？
333.774,1,25,16777215,1589703173,0,f4cfde4a,32799980702924805,唉…………
432.879,1,25,16777215,1589703166,0,7a842cd7,32799977111027719,独角兽
10.942,1,25,16777215,1589703140,0,2ea44ca3,32799963317534727,奥利给
5.823,5,25,16777215,1589703034,0,fc0afa8f,32799908063346691,加油，奥利给！
721.259,1,25,16777215,1589702936,0,b58e8432,32799856395288581,it should be terrify
106.627,5,25,16776960,1589702622,0,92ab20ef,32799691826528261,奇侠
48.621,5,25,16776960,1589702558,0,92ab20ef,32799658492821509,萝拉
33.05,5,25,16776960,1589702543,0,92ab20ef,32799650328084485,大片既视感
318.459,1,25,16777215,1589702410,0,ca9f3e57,32799580971073543,散装美利坚，出事就分家
235.52,1,25,16777215,1589702349,0,d4196409,32799548537569283,红旗插满美利坚！！！
618.458,1,25,16777215,1589702346,0,a46ba00d,32799547140341765,罗师傅是同志
241.152,1,25,16777215,1589702345,0,97da05df,32799546886586371,ypa！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！1
232.682,1,25,16777215,1589702337,0,97da05df,32799542412836867,乌拉！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！
35.872,1,25,16777215,1589702329,0,8a6a49b7,32799538087985159,玉米
22.923,1,25,16777215,1589702316,0,8a6a49b7,32799531271192579,乌拉
543.051,5,25,16646914,1589702314,0,ffaecf7c,32799530637328387,全世界无产者；建合起来！
577.429,1,25,16646914,1589702300,0,483805fb,32799523001073667,苏维埃
357.054,1,25,16777215,1589702251,0,46bcca61,32799497470345223,这个，不能定义成为人类。人类需要多边主义。
22.909,1,25,16777215,1589702115,0,97da05df,32799426257354755,右转推特
348.252,5,25,16777215,1589701856,0,e92c3732,32799290160054279,↑太过稳定的危害
219.893,1,25,15138834,1589701822,0,49dc0e68,32799272357330947,险些成为一家人
311.152,5,25,16777215,1589701783,0,e92c3732,32799251860815875,宏观调控！
423.594,1,25,16777215,1589701716,0,303029e7,32799216988323843,ん?
233.308,1,25,16777215,1589701680,0,e92c3732,32799198201511941,这是！红警吗？
578.515,1,25,16777215,1589701655,0,e7498ba0,32799184760340487,ka no 列宁 da
588.436,1,25,16777215,1589701231,0,a348858,32798962385682437,泪目
21.157,1,25,16777215,1589701219,0,fdf00c0f,32798956285591559,川建国加油啊
24.052,1,25,16777215,1589701210,0,6071de09,32798951841726467,鲁迅：我tm没说过呀
10.555,1,25,16777215,1589701208,0,fdf00c0f,32798950704545797,建国~
8.027,1,25,16777215,1589701194,0,6071de09,32798943437389829,伟人：？？？？？
731.163,1,25,16777215,1589701034,0,12c10af3,32798859070013443,你币有了
231.271,1,25,16777215,1589700998,0,fc5b474e,32798840580997123,气突中～
40.184,1,25,16777215,1589700985,0,7a9b5f3,32798833723310085,freedom
283.86,1,25,16777215,1589700945,0,8943fb5e,32798812434595843,袁华
11.579,1,25,16777215,1589700841,0,cb9b25c,32798757897633795,只有特朗普
203.723,5,25,15138834,1589700828,0,ec2932a0,32798751522291715,害怕害怕
219.611,1,25,16777215,1589700795,0,72d4c1bc,32798733823901701,？？？？？？？？？？？
661.521,1,25,16777215,1589700665,0,6a83c886,32798665871982597,强 制 去 世
316.731,1,25,16777215,1589700597,0,ea4d38a9,32798629984468999,中央威权
19.82,1,25,16777215,1589700581,0,35168e1b,32798621611065347,-鲁迅
222.9,1,25,16777215,1589700503,0,ea4d38a9,32798580781088771,气自华
78.155,5,25,16646914,1589700486,0,5124e6b6,32798572015517699,别说什么不靠原子弹的了，就你苏联爹横扫东西暴打法西斯？我吐了，国内真就人均毛孝子
599.812,1,25,16646914,1589700443,0,f0f2335b,32798549531426819,ohhhhhhhhh
405.045,1,25,16777215,1589700442,0,9a3dab30,32798548979875843,ん？
725.639,1,25,16777215,1589700441,0,4961fddd,32798548327661575,精彩
583.343,1,25,16777215,1589700426,0,ba93d67c,32798540341182467,布列斯特要塞，好燃
27.319,1,25,16777215,1589700377,0,ffd28425,32798514733907973,特朗普新郑
486.067,1,25,16777215,1589700270,0,ba93d67c,32798458646626309,伟大领袖
203.497,1,25,16777215,1589700215,0,5a26fdc9,32798429928226819,英雄无敌三
193.946,1,25,16777215,1589700205,0,5a26fdc9,32798424918654981,比甄嬛传要早20多年
178.553,1,25,16777215,1589700190,0,5a26fdc9,32798416847765509,英雄无敌的bm
167.066,1,25,16777215,1589700179,0,5a26fdc9,32798410836803591,英雄无敌bgm
252.216,1,25,16777215,1589700068,0,8f81e67,32798352660758533,up主牛逼
334.992,1,25,16777215,1589700059,0,ba93d67c,32798348093685763,在中国，中央是猫地方是老鼠，尽管会有吃猫鼠存在，但它政治不正确
603.16,5,25,16646914,1589699971,0,5124e6b6,32798301866164229,占你的地怎么了，有能耐就是你的没能耐就是别人的，在这当键盘侠有用、
318.038,1,25,16777215,1589699945,0,ba93d67c,32798288541384709,F r e e d o m
662.036,1,25,16777215,1589699928,0,2cfe89ca,32798279400423429,泪目
692.285,1,25,16777215,1589699919,0,6051b033,32798274736357379,megalo box…
286.238,1,25,16777215,1589699901,0,ba93d67c,32798265077923843,元老院和公民大会
7.931,1,25,16646914,1589699852,0,34114248,32798239576555525,川建国卧底行动成功
78.97,1,25,16777215,1589699800,0,927df52e,32798212327211015,屠龙者 最终变成恶龙
520.028,5,25,16646914,1589699781,0,5124e6b6,32798202401390595,苏粉自重，这是正经历史
18.579,1,25,16777215,1589699606,0,ba93d67c,32798110602231813,危
697.371,1,25,16777215,1589699451,0,3e0f2574,32798029310853127,精彩
318.719,1,25,16777215,1589699364,0,343755b7,32797983577210887,不字由无宁死
72.599,1,25,16777215,1589699352,0,6051b033,32797977286803461,真•王炸
533.774,1,25,16777215,1589699345,0,dcf8606a,32797973582708741,半生轮椅上？据说螺蛳粉说过一天也离不开女色
579.464,1,25,16777215,1589699330,0,5fd84e3a,32797965981581319,精苏狂喜
126.929,1,25,16777215,1589699273,0,cd0ac102,32797935909470213,还在吹凯恩斯
188.065,5,25,16646914,1589699256,0,5124e6b6,32797926912163845,讨厌bgm不能关？找什么存在感↓
497.583,1,25,16777215,1589699248,0,5fd84e3a,32797923046588419,罗斯福天降伟人
725.264,1,25,16777215,1589699172,0,8ceeb515,32797883075395587,满分
247.504,5,25,15138834,1589699114,0,63602a7b,32797852797763589,红色美国
354.91,1,25,16777215,1589699105,0,5fd84e3a,32797848191369223,祖宗之法?
